min(X),min(Y),min(Z),max(X),max(Y),max(Z),mean(X),mean(Y),mean(Z),variance(X),variance(Y),variance(Z),std(X),std(Y),std(Z),skewness(X),skewness(Y),skewness(Z),kurtosis(X),kurtosis(Y),kurtosis(Z),median(X),median(Y),median(Z),percentile25(X),percentile75(X),percentile25(Y),percentile75(Y),percentile25(Z),percentile75(Z),corr_axis(XY),corr_axis(XZ),corr_axis(YZ),zerocross(X),zerocross(Y),zerocross(Z),energy(X),energy(Y),energy(Z),dominantFr(X),dominantFrMag(X),dominantFr(Y),dominantFrMag(Y),dominantFr(Z),dominantFrMag(Z),IdentityTag,8activity
-19.1359,1.2381,-0.74671,-2.4268,6.5384,8.0647,-9.3253165,4.187439,2.066489705,27.63998673,1.329225934,5.118209933,5.257374509,1.15292061,2.262346113,-0.205998559,-0.124064721,1.077111634,1.588879104,2.612685307,3.160627268,-8.59245,4.17255,1.23465,-14.03855,-4.0198,3.33655,4.9316,0.305345,3.32435,-0.10472265,-0.512803107,0.137257919,5,11,10,22893,3771,1873,1.3671875,4102.138812,0.78125,106.3711927,1.3671875,574.7809745,112,7
-28.165,-3.4607,-3.0401,-2.2378,11.0376,7.8053,-8.7664295,4.3658555,2.160890165,31.06515639,8.796513627,6.723789489,5.573612508,2.965891709,2.59302709,-1.440376787,0.282929414,-0.102487576,5.071248462,3.106402509,2.370274999,-7.47605,3.8439,2.5812,-11.0096,-4.6211,2.5314,6.03635,0.0610605,3.82705,-0.331550868,-0.474269397,0.374143975,9,8,11,21552,5563,2272,0.9765625,2490.407311,1.7578125,558.0092249,1.171875,854.9232985,112,7
-16.7512,-0.52913,-1.2912,-5.0684,9.3507,6.8277,-9.1497485,4.470480745,1.66906876,6.727467372,3.143892957,3.425978483,2.59373618,1.773102636,1.850939892,-0.931237685,-0.214133724,0.82786421,3.418269286,4.029566507,3.235320888,-8.39785,4.65265,1.278,-10.5802,-7.1973,3.53575,5.28755,0.353755,2.71085,-0.011223443,-0.466650972,0.039458398,7,10,8,18082,4623,1239,1.171875,487.8252059,0.78125,165.2302356,1.171875,454.2037408,112,7
-20.3579,1.3119,0.24234,-2.9741,7.0275,5.8776,-9.126316,3.9239415,2.18684125,25.26638742,1.774256499,2.251030533,5.026568155,1.332012199,1.500343472,-0.474376142,0.484541397,0.561541496,1.951342451,2.349839966,2.474199325,-8.0362,3.7365,1.95035,-13.39985,-4.3483,2.77965,4.8958,0.82415,3.18385,-0.002873464,-0.820117518,0.356551811,6,9,8,21686,3433,1404,1.5625,4569.78893,0.78125,168.0351578,1.5625,330.1791794,112,7
-17.6622,0.89273,0.21975,-3.2773,6.5489,6.6451,-9.969362,4.08604815,2.68997285,18.67017376,2.051785868,2.267255889,4.320899647,1.432405623,1.505740977,-0.071030644,-0.244066604,0.375249344,1.684022859,2.133608788,2.512915034,-10.1886,4.14605,2.7667,-13.69675,-5.67055,2.9787,5.18655,1.3756,3.6506,0.185540086,-0.77034138,0.111256908,7,14,8,23593,3747,1898,1.7578125,3465.203475,0.78125,134.0723969,1.7578125,255.8709781,112,7
-14.1624,2.2506,-2.3617,-2.7934,10.4437,6.5762,-8.5116535,4.4209295,1.32505792,9.00793961,4.067277811,4.697343666,3.001322977,2.016749318,2.167335615,-0.011934472,1.44819233,0.598497392,2.333206276,4.262158586,2.601311281,-8.16035,3.75165,0.967375,-10.81665,-6.7441,2.99775,5.07445,-0.289455,2.59095,0.015693081,-0.196248327,0.14723586,7,10,9,16282,4718,1286,1.171875,879.1124801,1.953125,296.8262356,1.3671875,595.8460044,112,7
-17.3508,1.2948,-0.18791,-3.9678,8.6326,5.409,-9.5557045,4.1827865,2.658232614,14.17467949,1.971337966,2.085840391,3.764927555,1.404043435,1.444243882,-0.129842462,0.361930229,-0.365071888,1.827652533,3.217898192,2.494647848,-9.8534,4.09435,2.91085,-12.26555,-5.89735,3.1217,5.22625,1.7554,3.4108,-0.045080408,-0.538975719,0.065696294,7,8,19,21083,3891,1828,1.5625,2159.128829,0.9765625,212.0624207,0.5859375,188.4185887,112,7
-18.3557,1.4708,-0.036306,-3.3001,6.7581,6.3674,-10.1172385,3.5959015,2.269663741,22.38675924,1.859826907,2.503025538,4.731464809,1.363754709,1.5820953,-0.095621328,0.519003345,0.460736683,1.639100967,2.360114986,2.548665809,-9.98145,3.4294,2.3227,-14.6059,-5.53605,2.52405,4.4341,0.98224,3.3063,-0.131682138,-0.7467108,0.478313174,7,12,11,24927,2956,1528,1.7578125,4176.111117,0.78125,122.1503588,1.7578125,259.2203147,112,7
-18.3088,1.574,-0.94278,-1.5025,10.8305,10.0899,-8.710575,4.377085,2.08824997,16.9806077,3.748476627,3.735604284,4.120753293,1.9360983,1.932771141,-0.450509694,1.182106602,1.331263873,2.223191053,4.075655364,5.94441023,-7.7733,3.72235,1.8058,-12.0404,-6.0509,3.0483,5.11805,0.66261,3.10635,-0.041160896,-0.380248374,0.341442949,7,10,8,18554,4578,1616,1.3671875,2535.756981,0.9765625,251.6303501,1.3671875,328.9934497,112,7
-17.4953,0.33374,-1.6814,-3.0316,6.5006,6.7661,-9.758669,3.94692335,2.097207605,16.32655827,1.317126796,4.511111909,4.040613601,1.147661447,2.123937831,-0.110114199,-0.577789801,0.172030773,1.885484774,3.977842248,2.212329554,-9.7975,3.97265,2.1788,-13.082,-6.03945,3.2876,4.67885,0.459285,3.7066,0.027869586,-0.439020984,-0.097456806,6,13,5,22295,3378,1777,1.5625,2938.678705,1.171875,102.790849,0.78125,485.0606091,112,7
-18.8207,1.37,0.22002,-3.3998,8.4848,6.0595,-9.4512565,4.071654,2.4357072,21.78040666,2.967476965,2.144100681,4.666948324,1.722636632,1.464274797,-0.349044069,0.531680476,0.326232597,1.769978391,2.337852764,2.24401497,-8.64015,3.65755,2.4037,-14.05045,-4.89305,2.5985,5.4339,1.10655,3.43625,-0.044044699,-0.824473051,0.257696031,7,8,9,22200,3906,1613,1.7578125,4037.171856,0.9765625,241.4569989,1.7578125,308.0384477,112,7
-18.0765,1.0794,-0.54947,-2.8901,10.7174,6.7919,-9.1693685,4.3465275,2.361729765,18.92003094,3.580760103,3.378589374,4.34971619,1.892289646,1.838093951,-0.350191642,0.794766394,0.576195851,1.922284452,3.586389817,2.760736804,-8.3964,4.0549,2.06665,-12.851,-5.494,2.85715,5.9699,1.00635,3.48835,-0.049113061,-0.631355818,0.479028301,6,10,7,20581,4491,1788,1.5625,2989.364021,1.171875,374.601962,1.5625,261.2477388,112,7
-16.7898,1.442,-2.5546,-3.6943,6.4702,6.3397,-9.757357,4.284503,1.83129627,12.25447605,1.311895461,3.693665464,3.500639377,1.145380051,1.921891117,-0.152465279,-0.379618719,-0.368328443,1.762760324,2.66573436,2.724905244,-9.27225,4.4841,2.11865,-12.9539,-6.89065,3.36015,5.02905,0.51273,3.28915,0.039486662,0.263257015,-0.126590157,6,12,7,21480,3932,1406,1.5625,1776.714911,1.5625,109.8348861,0.78125,511.0514735,112,7
-17.0854,1.7133,-0.020757,-4.6981,7.8654,5.2162,-9.7194545,4.0954215,2.284469476,14.70818466,2.337827407,2.09911135,3.835125116,1.528995555,1.448831029,-0.34635406,0.444794393,0.118220088,1.680212139,2.12179689,1.846968237,-8.9592,3.7018,2.0823,-13.26435,-6.03425,2.87365,5.51205,1.12945,3.468,0.151114634,-0.751522039,0.318807925,7,7,7,21820,3820,1461,1.7578125,2803.224997,0.78125,245.7010384,1.7578125,258.0117462,112,7
-17.5491,1.2844,-0.84935,-1.8688,11.4597,5.9223,-9.487508,4.3038,2.181846794,22.06958037,5.313420635,3.433086435,4.697827197,2.30508582,1.852858989,-0.146486561,0.991856065,0.125030107,1.662286452,3.575307013,1.911126855,-8.77005,3.73305,1.9916,-13.72415,-5.2276,2.4899,5.741,0.752205,3.877,0.053511757,-0.606833642,0.533333262,6,10,6,22394,4762,1635,1.5625,3555.69755,0.9765625,418.8279947,1.5625,334.4296291,112,7
-14.3589,0.33987,-2.9,-4.6994,8.644,7.0947,-9.319587,3.8954775,1.90924706,6.139107419,3.051292293,5.959247594,2.477722224,1.746794863,2.441157019,-0.290410425,0.599844454,-0.095295187,1.918200533,3.652345921,2.244323384,-8.79605,3.70665,1.91455,-11.4407,-7.3847,2.7174,4.76115,0.487965,3.9497,0.082897302,0.183660878,-0.076209698,7,16,6,18593,3642,1915,1.7578125,458.7468633,1.7578125,163.8872788,0.9765625,935.798307,112,7
-20.7455,0.034864,0.0675,-3.4434,6.6106,7.5842,-9.070689,4.03136087,2.658593865,19.73595789,1.508301442,2.853299655,4.442517067,1.228129245,1.689171292,-0.690476383,-0.33114797,0.687243564,2.549510289,3.863693318,2.822807271,-8.34665,4.0216,2.31955,-12.0022,-5.16245,3.24705,4.72465,1.31515,3.6677,-0.140947996,-0.833835987,0.260931379,6,15,6,20383,3551,1981,1.5625,3446.623745,0.78125,67.0285954,1.5625,396.5342956,112,7
-18.0209,1.3756,0.15807,-2.4878,7.419,6.3006,-8.776416,3.759493,2.88804435,19.92791238,1.791113951,2.659242505,4.464069039,1.338325054,1.630718402,-0.501645343,0.589005403,0.162603628,2.115138682,2.897253938,2.147829961,-8.2964,3.52115,2.7646,-11.77885,-4.59755,2.7877,4.6001,1.6552,3.9891,0.057527025,-0.82850136,0.154290003,6,9,7,19371,3183,2197,1.5625,3639.456269,0.78125,119.7778905,1.5625,362.9791496,112,7
-18.3017,-0.1601,-0.73101,-2.6909,11.427,7.7712,-8.7547525,4.624350102,2.35163424,12.44720431,4.554401605,3.832306804,3.528059567,2.134104403,1.957627851,-0.501228688,0.773161161,0.58440715,2.684551583,3.831544553,2.848114744,-7.7936,4.2877,1.98955,-11.6048,-6.3117,3.068,6.0319,0.82174,3.80405,-0.295114595,-0.506874705,0.431700927,5,6,9,17806,5183,1869,1.171875,1476.514779,0.9765625,300.6519547,1.3671875,578.8438302,112,7
-17.1717,1.2348,-1.0482,-3.171,5.7296,7.4153,-9.410242,3.7272325,2.49697427,12.13491541,1.581750465,3.877890991,3.483520548,1.257676614,1.969236144,-0.24575772,-0.209341931,0.026463623,2.466344681,1.82642137,2.329038836,-9.2165,3.98855,2.7102,-11.67165,-7.02815,2.6277,4.84335,0.771315,4.0967,0.038549093,-0.491078899,-0.308389656,7,6,6,20125,3093,2019,1.7578125,1712.726924,0.9765625,170.1189896,0.78125,400.5744902,112,7
-16.8922,1.7898,0.15975,-4.3308,5.7139,5.4032,-9.304945833,3.554271667,2.7557995,14.22019893,1.381304374,2.612251679,3.770967903,1.17528906,1.616246169,-0.355392069,0.406483056,-0.005413254,1.973831673,1.715157761,1.894070328,-8.90725,3.2255,2.7497,-12.06055,-5.70735,2.52755,4.9213,1.51565,4.03465,0.16889971,-0.674883741,0.305327743,4,4,4,12082,1680,1222,1.7578125,1581.949973,0.78125,100.5736312,1.3671875,248.4420116,112,7
-18.9823,1.0533,-1.8293,-2.9676,9.8299,6.6921,-9.464485,4.854935,1.28317653,16.63348704,3.026902782,4.195596977,4.078417222,1.739799639,2.048315644,-0.447107162,0.010085928,0.782561354,2.172304993,2.847013989,2.751866287,-8.3922,4.89025,0.8189,-12.6083,-6.40915,3.82335,5.86625,-0.324145,2.5314,-0.034825871,-0.388361204,0.322854087,6,9,7,21225,5316,1164,1.5625,2795.014756,1.3671875,223.5657157,0.9765625,322.4558022,112,7
-18.7619,1.0324,-1.1628,-5.265,7.8755,7.5008,-9.894499,4.657741,2.531597261,11.39439804,2.86951693,4.727566892,3.375558923,1.693964855,2.174296873,-0.636075758,-0.063062597,0.381077708,2.311118531,2.445225315,2.342527254,-9.0208,4.825,2.3116,-12.65195,-6.96075,3.31495,5.68065,0.69464,3.9059,-0.0663022,-0.125140023,-0.167239179,9,7,6,21848,4910,2223,1.7578125,1752.857733,0.9765625,309.892815,0.78125,498.5494651,112,7
-19.3151,0.89339,-0.20226,-4.0865,9.8444,5.3164,-10.528861,5.019279,1.90281072,20.71287641,5.202619932,2.280856956,4.551140122,2.280925236,1.510250627,-0.35782394,0.037105737,0.425718862,1.775093566,1.860219969,1.97609214,-9.53855,5.1605,1.7161,-14.53665,-6.5765,2.8531,6.978,0.650965,3.23615,-0.229697918,-0.754447674,0.432021635,7,3,10,26293,6074,1178,1.7578125,3619.593228,0.9765625,641.1285128,1.7578125,283.7966707,112,7
-23.1683,0.22848,-0.77328,0.24794,9.9745,5.2495,-10.42352509,4.6518248,1.89331368,38.28088774,6.232806437,2.212175312,6.18715506,2.496558919,1.487338331,-0.204256907,0.010565497,0.061910363,1.849517159,1.831008669,1.96217067,-9.5445,4.9613,1.94005,-15.9498,-4.9051,2.44205,6.61615,0.580745,3.1288,-0.352188388,-0.182238074,0.617833022,7,7,10,29348,5568,1157,1.5625,6176.228879,0.78125,534.0708673,1.5625,227.4894443,112,7
-27.052,1.9872,-2.0922,-2.5668,9.5973,10.3167,-9.5909215,5.181416,2.295319978,26.77636004,2.878023755,8.295817417,5.17458791,1.696473918,2.880246069,-1.145337568,0.076678399,0.699221294,4.432052086,2.267713924,2.886874716,-8.45315,5.00875,2.07705,-11.98845,-6.034,3.9013,6.6394,-0.0015217,3.78425,-0.082597549,-0.499621698,-0.172644786,6,13,9,23726,5942,2705,1.5625,3461.060695,0.5859375,124.3656009,1.3671875,774.0592267,112,7
-20.1804,1.0169,-2.6252,-4.7208,9.1485,6.3293,-10.941489,4.478119,1.821286795,19.83958064,3.508213551,3.82242616,4.454164415,1.873022571,1.955102596,-0.374993038,0.395411459,0.058804226,1.942039062,2.299740031,2.463901522,-10.1202,4.09755,1.63395,-14.6291,-6.793,3.0073,5.97655,0.439375,3.22245,-0.01364412,-0.22582644,0.016597956,7,8,8,27891,4709,1424,1.7578125,3545.155068,0.9765625,327.6676985,0.9765625,311.8272254,112,7
-19.367,1.4838,-0.0052667,-4.3358,8.9161,4.7516,-10.4930515,5.053708,2.096217432,18.12611878,4.522927023,1.693307504,4.257477984,2.126717429,1.301271495,-0.378959469,-0.060909916,0.185111024,1.875659792,1.677128642,1.930497725,-9.77845,5.43685,2.1395,-14.13485,-6.61565,3.0463,6.96905,0.97941,3.04995,-0.130183866,-0.656921245,0.463451256,7,9,9,25628,6008,1216,1.7578125,2988.10227,0.9765625,571.8364449,1.7578125,207.4472302,112,7
-22.3718,0.97913,-0.39777,-2.7494,9.057,4.6717,-10.508806,5.2060557,1.932131316,30.71928216,5.016643027,2.253652643,5.542497827,2.23978638,1.501217054,-0.392957999,-0.282073705,0.162070791,1.863962277,2.076481529,1.793750692,-9.0944,5.6276,1.8897,-15.8503,-5.85415,3.50305,6.8282,0.508865,3.3774,-0.35113061,-0.663045516,0.619894648,7,8,11,28200,6419,1195,1.7578125,5318.360207,0.9765625,626.8232994,1.7578125,261.1321099,112,7
-21.9705,0.87126,-0.66732,-2.0589,8.3596,6.7391,-10.584361,5.29894475,2.248893218,34.10425809,2.982454886,3.397893794,5.83988511,1.726978543,1.843337678,-0.278984287,-0.809612074,0.468079339,1.768202908,3.219408232,2.263521786,-9.65495,5.7024,1.98375,-16.009,-5.3037,4.381,6.41665,0.719325,3.6091,-0.079016357,-0.572226541,0.313540647,7,18,8,29192,6209,1688,1.7578125,5947.098617,0.78125,225.2953744,1.7578125,328.5661972,112,7
-20.7294,1.5596,-3.3256,-1.2589,8.2386,8.9366,-9.1005555,4.239751,1.275394346,27.69537617,2.176405722,8.592153833,5.262639658,1.475264628,2.931237594,-0.413534496,0.321664941,0.72984335,2.023293555,2.465056613,3.204427802,-7.6645,3.9595,1.0461,-13.38795,-5.01935,3.19185,5.31875,-0.66464,2.4432,0.13547236,0.001691166,0.177007267,6,9,9,22075,4028,2035,1.3671875,4412.589955,1.171875,144.1820987,0.78125,1189.477201,112,7
-20.8823,1.0295,-0.10519,-3.2844,8.2834,6.7185,-10.542963,4.429497,2.481112025,27.56594187,2.942276265,2.495787086,5.250327787,1.715306464,1.579806028,-0.163065038,0.075658126,0.410976371,1.67638324,2.107161127,2.414268751,-10.28745,4.45945,2.3874,-15.6188,-5.34405,2.96375,5.86535,1.1266,3.6342,-0.100005934,-0.683055128,0.441114596,6,14,11,27716,4510,1728,1.7578125,4692.395799,0.78125,204.6525692,1.7578125,295.8665708,112,7
-18.7983,0.929,-1.6281,-1.8234,14.3738,7.6814,-7.4640645,4.6881441,1.801341155,23.39510543,6.813684122,6.491106631,4.836848708,2.610303454,2.547765027,-0.564407501,1.473807319,0.63214439,2.047103139,5.653354768,2.221642012,-6.09235,4.17505,0.993645,-11.3827,-2.8371,2.844,5.61865,-0.158685,4.00805,-0.09155875,-0.371656898,0.225563053,6,11,5,15798,5752,1941,1.171875,2767.08305,1.953125,614.5482047,1.3671875,937.0649128,112,7
-18.8112,0.48378,-1.8779,-4.1306,10.2684,8.3398,-9.4917755,4.74134375,2.095048545,9.562234783,2.640275411,5.082746813,3.092286336,1.624892431,2.254494802,-0.653537195,0.29083374,0.538126675,3.050344871,4.773683184,2.824932546,-9.0829,4.7054,1.8276,-11.5826,-7.03875,3.8736,5.65095,0.69957,3.4398,0.025261465,-0.401289643,0.120303866,10,11,9,19922,5021,1889,1.3671875,923.8948983,0.9765625,126.3754278,0.5859375,635.8155095,112,7
-20.8034,-1.6207,-2.3812,-1.736,15.5941,8.8156,-7.855595,4.68648267,2.413327455,25.56620471,8.99423519,5.24062624,5.056303463,2.999039044,2.289241411,-0.775530523,1.707286016,0.803629073,2.365203905,6.876357604,3.524745329,-6.29245,4.08075,1.8217,-12.1109,-3.786,3.4689,4.93015,0.91082,3.60975,-0.278391778,-0.59089004,0.686614475,5,17,11,17430,6182,2208,1.171875,3597.593311,1.3671875,529.8353412,1.171875,495.389892,112,7
-19.9299,1.9761,-0.65468,-1.292,17.912,6.6203,-8.199725,5.496073,2.37589029,18.51183711,11.58081913,3.26889034,4.30253845,3.403060259,1.808007284,-0.473422402,2.252614976,0.528584272,2.851406533,7.581259562,2.483984324,-7.39695,4.40225,2.0213,-10.9607,-5.6508,3.53135,6.07965,1.14925,3.78225,-0.347974975,-0.627939614,0.425328756,6,12,10,17131,8346,1779,1.171875,1989.754087,0.9765625,571.0776072,1.171875,393.5577203,112,7
-15.3509,2.5623,-2.3804,-5.4285,8.9649,8.8604,-8.6087955,4.553769,1.886914053,6.235608923,1.185328784,5.825696564,2.497120126,1.088728058,2.413647978,-1.049512478,0.916306536,0.591644648,3.477124285,5.438584904,3.235549407,-8.00515,4.6632,1.7664,-9.54055,-6.7922,3.7601,5.1893,0.066018,2.97185,-0.120494449,-0.276816793,-0.321581698,7,10,7,16063,4383,1871,1.3671875,790.0032759,2.9296875,41.94592254,0.5859375,687.784068,112,7
-17.9456,0.89417,0.35586,-4.6025,7.4652,5.476,-10.189348,4.34259335,2.55592055,15.21765369,2.460533044,1.5958288,3.900981119,1.568608633,1.263261177,-0.213603346,0.130577296,0.324530017,1.736834976,2.011810536,2.503464269,-10.1007,4.2415,2.39995,-13.1064,-6.53815,3.00095,5.56195,1.7102,3.36475,0.189044535,-0.463076009,0.280123515,7,5,13,23793,4261,1624,1.7578125,2616.409945,0.9765625,245.0319923,1.7578125,149.7500248,112,7
-19.6413,1.07,-0.94371,-3.1913,7.7935,8.6242,-9.760325,3.753894,2.464806595,21.22415093,1.809145328,4.225853432,4.60696765,1.345044731,2.055688068,-0.249201747,0.47324886,0.513773896,1.857570303,2.611198526,2.906256796,-9.4858,3.4098,2.3335,-13.84335,-5.4279,2.87375,4.86755,0.781415,4.06445,0.112114051,-0.671756265,0.256547866,7,11,6,23276,3178,2056,1.5625,3341.82771,0.78125,73.21255224,1.5625,448.23141,112,7
-15.8396,0.38293,-1.2475,-2.4197,7.8638,9.1442,-8.0535715,4.16492355,2.49696849,10.63788807,1.836734849,5.194798023,3.261577542,1.355261911,2.279209956,-0.514413571,-0.227136954,0.667128303,2.494926074,3.637603165,3.571288521,-7.6255,4.08875,2.4738,-9.8541,-5.31835,3.4927,4.96605,0.965615,3.59975,0.248638973,-0.429916577,0.140538207,11,15,11,15089,3835,2281,1.171875,1448.681999,3.7109375,91.17041342,0.9765625,546.1792767,112,7
-16.8929,2.0864,-0.052496,-4.1506,6.8805,5.2355,-9.7406595,4.0082355,1.989689545,14.41697967,1.418358868,1.980838905,3.796969801,1.190948726,1.407422788,-0.084478233,0.690572809,0.275217236,1.698576779,2.637541022,2.060546381,-9.8623,3.73145,1.8671,-13.023,-6.0532,3.1492,4.62315,0.59572,3.0601,-0.065079182,-0.548655499,0.398146667,7,7,10,21845,3495,1186,1.5625,2451.873319,0.9765625,131.467499,1.5625,293.9930629,112,7
-19.3371,0.90069,0.30357,-3.4875,6.6167,6.207,-9.7031475,3.87094945,2.84208595,19.10577611,2.125725087,2.358385297,4.371015455,1.457986655,1.535703519,-0.304604721,0.091921513,0.311932231,2.034891532,1.944928993,2.047059699,-9.6621,3.7476,2.59795,-12.7991,-5.435,2.69755,5.12355,1.66975,4.19225,0.072324733,-0.775153849,0.245618969,7,12,11,22632,3420,2085,1.7578125,3138.434386,0.9765625,139.2853113,1.7578125,339.4048184,112,7
-16.9554,0.38176,-1.8816,-3.2953,6.5602,8.5107,-8.3862125,3.861783,2.476530203,15.1419797,1.841159073,7.257290827,3.891269677,1.356893169,2.693935936,-0.517205708,-0.510008869,0.284867517,1.94322729,2.881770319,2.02997739,-7.08685,3.96525,2.4041,-11.61595,-4.94865,3.08155,5.0056,-0.105929,4.3205,0.251799882,-0.509700978,-0.179879216,6,13,7,17079,3349,2671,1.3671875,2042.216992,2.1484375,72.16355696,0.78125,739.1902841,112,7
-18.0073,1.7383,-0.8211,-4.2403,7.473,8.5849,-9.6194325,4.161015,2.302040965,11.50361397,1.600222306,2.898001974,3.3916978,1.264998935,1.702351895,-0.349282888,0.424117022,0.484205081,2.006787068,2.619393432,4.37354925,-9.10085,4.03325,2.2875,-12.7839,-6.70155,3.2247,4.9072,1.40755,3.2962,0.083745619,-0.305863021,0.129781632,6,11,12,20796,3781,1637,1.5625,1743.429648,3.3203125,75.20199879,0.5859375,220.2193608,112,7
